pca0,pca1,pca2,pca3,pca4,pca5,pca6,pca7,pca8,pca9,pca10,pca11,pca12,pca13,pca14,pca15,pca16,pca17,pca18,pca19,pca20,pca21,pca22,pca23,pca24,pca25,pca26,pca27,pca28,pca29,pca30,pca31,pca32,pca33,pca34,pca35,pca36,pca37,pca38,pca39,pca40,pca41,pca42,pca43,pca44,pca45,pca46,pca47,pca48,pca49,pca50,pca51,pca52,pca53,pca54,pca55,pca56,pca57,pca58,pca59,pca60,pca61,pca62,pca63,pca64,pca65,pca66,pca67,pca68,pca69,pca70,pca71,pca72,pca73,pca74,pca75,pca76,pca77,pca78,pca79,pca80,pca81,pca82,pca83,pca84,pca85,pca86,pca87,pca88,pca89,pca90,pca91,pca92,pca93,pca94,pca95,pca96,pca97,pca98,pca99,pca100,pca101,pca102,pca103,pca104,pca105,pca106,pca107,pca108,pca109,pca110,pca111,pca112,pca113,pca114,pca115,pca116,pca117,pca118,pca119,pca120,pca121,pca122,pca123,pca124,pca125,pca126,pca127
0.880921,0.454495,-0.632302,-0.131191,0.014683,-0.257196,0.051931,0.030238,0.198206,-0.063747,0.000932,0.114247,-0.047601,0.202782,0.081592,-0.026537,0.221793,0.116208,-0.006274,-0.00203,-0.136857,-0.010002,-0.050231,0.0862,0.072179,-0.04649,0.06606,-0.005223,-0.022028,-0.013761,-0.076332,-0.03423,-0.014945,0.028908,-0.005759,-0.028314,0.007963,-0.05826,0.046993,0.068604,-0.01048,-0.02974,0.019421,0.029419,0.045726,-0.022171,0.021766,-0.00887,0.028963,-0.004885,0.027128,-0.003193,-0.028032,-0.012556,0.036711,-0.004371,0.022312,0.021397,0.022585,0.017193,0.014305,0.019539,-0.024459,-0.00587,-0.006909,0.03325,0.024552,-0.019741,0.002783,-0.018623,-0.013056,-0.025315,-0.036415,-0.02158,0.00222,-0.00952,-0.005337,-0.012563,-0.008696,0.014793,-0.015283,9.1e-05,0.005409,-0.014817,-0.024865,-0.002967,0.001134,-0.010316,-0.00369,0.011213,-0.007334,-0.025696,0.007772,0.008852,-0.001642,-0.009212,0.006314,-0.001462,-0.007116,0.009956,-0.008701,0.008707,-0.021635,-0.006745,-0.006319,0.004866,-0.008638,-5.7e-05,-0.013696,-0.015444,0.008869,0.000788,-0.005888,0.002329,0.002034,0.007144,-0.007347,-0.004182,0.000478,-0.009894,0.005107,-0.004373,-0.013339,0.006315,0.007516,0.004495,0.00584,-0.011081
1.560568,-0.49408,0.093191,0.317885,-0.03442,-0.222552,-0.299189,0.460708,-0.246478,-0.093525,0.448608,0.105272,0.089348,-0.178182,-0.222713,0.335491,-0.021496,0.010299,0.122914,0.11079,0.132245,0.141978,-0.076125,0.161827,-0.14759,0.166652,-0.063544,-0.072213,-0.01792,0.036747,0.005636,-0.009447,-0.05668,-0.0631,0.000457,0.013188,0.052281,0.038824,-0.037377,-0.107499,-0.042042,0.038334,0.034556,0.008831,0.009906,0.026562,-0.014672,0.075642,-0.005678,0.018907,0.000251,0.033598,0.019058,-0.001101,0.051184,0.0271,-0.062573,-0.081442,0.010855,0.003927,0.038134,0.052712,-0.028792,0.019067,-0.028046,0.019017,-0.011822,-0.013054,-0.026435,0.014266,-0.000576,0.044055,-0.022086,0.007467,-0.002031,-0.00398,0.011833,0.009826,0.009734,0.019586,0.014736,-0.004521,-0.032474,0.007369,0.03755,0.009316,-0.004728,-0.021668,-0.010396,0.010403,0.000257,0.011862,-0.005473,0.007083,0.008027,0.015437,0.005231,0.007518,-0.001576,-0.00089,-0.002404,-0.007269,0.004547,-0.007208,0.011349,-0.008743,0.006278,-0.012072,-0.00297,0.015989,-0.005821,-0.012213,-0.018973,-0.001924,-0.00212,-0.005438,-0.013343,0.018732,-0.001129,0.003682,-0.00096,0.008126,0.011607,0.01281,-0.009718,-0.015632,-0.00776,-0.000865
-3.334467,-2.007648,1.546294,-1.48562,-1.022181,-0.30005,0.785056,-0.100031,0.527667,-0.0929,0.251686,-0.312945,-0.749037,-0.277323,0.093008,-0.535954,0.22978,-0.113573,-0.365407,0.228446,0.270183,-0.166361,-0.352355,0.30811,0.129595,0.142289,0.146581,0.15157,-0.049776,-0.051804,-0.189979,-0.013091,0.173256,-0.121096,-0.023523,0.193425,-0.105775,-0.031458,0.154035,0.081808,-0.083636,0.098904,0.07399,-0.031126,0.099685,-0.078748,0.028913,0.01592,-0.0997,-0.075585,0.013047,0.006446,-0.024163,0.005016,0.063247,-0.016223,0.062698,0.004403,0.010804,-0.115773,0.0084,0.051624,-0.056379,0.001154,-0.066837,-0.05529,-0.02173,0.018525,0.050695,0.072196,-0.012639,-0.030491,0.01071,0.049319,0.067565,0.043677,-0.024116,-0.003563,-0.039942,0.0076,-0.066551,0.017231,-0.016986,-0.000976,0.003623,0.041424,0.029225,0.054261,0.035394,-0.032498,-0.014738,0.01811,-0.000819,-0.007178,-0.001342,-0.03243,0.033137,-0.029958,0.036178,-0.005475,0.018109,-0.008544,0.00204,0.034511,-0.003705,-0.040705,-0.016859,0.015452,0.026296,-0.017326,-0.012501,0.001858,0.029848,0.00494,0.014864,-0.01775,0.010979,0.016719,-0.017584,-0.043656,-0.026657,-0.004943,0.015311,0.006036,0.01015,0.02234,0.024842,-0.007468
4.507465,-2.124005,-0.189516,-0.015888,0.936561,-1.051895,0.140694,-0.88531,0.036285,0.248431,0.616291,-0.254093,-0.151917,-0.386567,0.192849,-0.215667,0.007741,-0.04514,0.30658,-0.172643,0.021252,0.129957,-0.063578,-0.20626,0.314851,0.232189,0.127858,-0.380344,0.178924,0.180182,-0.17487,-0.061512,-0.123747,0.11018,-0.155737,-0.102483,0.079267,-0.017329,-0.178695,-0.1389,0.080438,0.109757,0.04963,0.098688,-0.151777,0.157055,-0.016702,0.093336,0.065091,0.156077,-0.142132,-0.100906,-0.067903,-0.093786,0.035005,0.124325,-0.097108,0.016503,-0.062738,0.059091,0.019558,-0.003122,-0.084753,-0.039943,-0.02815,0.062971,-0.005487,-0.020182,-0.00021,0.01492,-0.013403,0.024279,0.007906,-0.011694,0.008416,0.022799,0.010062,0.007142,-0.019905,-0.020371,0.022228,0.028,0.01052,0.053492,0.06389,0.002849,0.023746,0.00499,-0.014768,0.00025,-0.01418,-0.038486,-0.019898,0.002454,-0.00864,-0.000707,-0.017038,-0.00986,0.002426,-0.002196,-0.020456,0.007895,0.003094,0.053553,-0.023743,0.036859,0.011431,0.008769,-0.000995,0.002152,-0.010116,-0.004401,-0.012929,-0.008602,-0.013264,0.000694,0.029407,-0.007896,-0.009194,0.01789,-0.032177,-0.013058,0.007428,-0.001925,0.00569,0.00957,0.000799,-0.007236
1.25348,0.123747,0.565612,0.412404,0.183392,-0.199864,0.376597,0.171322,-0.36813,0.003296,0.176395,-0.208193,-0.15782,-0.249963,0.117559,0.043693,-0.037075,0.277313,-0.013182,0.11814,-0.000871,0.066677,-0.060016,-0.044653,-0.033691,-0.004444,0.010707,-0.023403,-0.090258,-0.071685,-0.046795,-0.117191,0.043166,-0.105395,-0.055387,-0.02558,0.060244,0.038879,0.019923,0.013804,0.097324,-0.075104,-0.035803,0.009694,0.029269,-0.031126,-0.011305,0.009388,-0.04874,-0.003847,0.022591,-0.011092,-0.026295,-0.014498,-0.007884,0.01551,0.01376,0.011267,-0.060468,-0.033858,-0.047508,0.018344,0.014009,-0.024451,-0.031287,0.016174,-0.000988,-0.003554,-0.014167,0.00079,0.01216,0.021516,0.017757,0.012436,-0.00408,0.009886,0.002348,-0.010776,0.012654,-0.011514,0.02523,0.007452,-0.019547,0.017881,-0.002819,0.006857,0.006442,0.004775,-0.013619,-0.00339,0.001723,0.01815,-0.010085,-0.020183,-0.001277,0.012609,0.007486,-0.00303,0.003055,0.003367,0.006701,0.002355,0.005082,0.003575,0.00137,0.006383,-0.012413,-0.003419,-0.001468,0.00637,-0.000597,-0.009085,0.002378,-0.000824,0.002153,-0.012628,0.003363,-0.018786,-0.003678,0.000924,-7.5e-05,0.009249,-0.003154,0.010102,0.014075,0.000595,-0.003379,-0.007933
-0.520072,-0.315916,0.80196,0.253402,0.66465,-0.353912,-0.206401,0.355588,-0.713403,-0.154652,-0.06657,-0.014182,-0.706174,-0.381398,0.288507,0.074416,0.246096,-0.010416,0.06744,-0.137247,0.18871,0.041462,0.094507,-0.208205,-0.025755,0.037135,0.144025,-0.212875,-0.034772,-0.185573,0.019673,-0.13152,-0.292801,0.028658,0.182887,0.041393,-0.071088,-0.020072,0.074008,-0.070577,0.014322,0.079674,-0.051161,-0.023935,0.065867,0.010838,0.096444,-0.015655,0.012144,-0.029254,0.024748,0.011373,0.072708,-0.005718,0.048693,0.014462,-0.033657,0.008211,-0.04567,0.028747,0.00421,-0.040011,0.054343,-0.012649,0.030142,-0.01693,-0.035336,0.042292,-0.013754,-0.03018,0.022804,0.043947,0.026041,-0.026359,-0.003586,0.03808,-0.02705,0.008019,0.03656,-0.003543,0.011478,0.017631,-0.038741,-0.05311,-0.024316,0.010949,0.035315,-0.038121,-0.034649,-0.003579,-0.031397,0.002924,-0.000183,-0.027047,0.029248,0.00833,0.047472,0.030366,-0.001372,0.022943,-0.007096,0.036846,0.012103,0.024299,-0.03388,-0.018385,0.002905,-0.014904,0.01457,0.010819,-0.005285,-0.006732,-0.016086,0.008329,-0.000816,0.005994,0.005591,-0.031911,-0.009272,0.011729,0.022202,-0.009168,-0.002689,-0.013328,-0.016723,-0.013665,0.010392,0.001192
0.637786,0.478759,0.186325,0.548307,0.555394,0.547062,0.349272,-0.033906,0.156533,0.064598,-0.145929,0.133081,0.009475,0.156498,0.177949,-0.079705,0.00698,-0.069553,0.006588,0.110222,0.074139,-0.112476,-0.060498,0.091416,-0.004957,-0.015484,0.050392,-0.000178,0.085281,-0.01169,0.031532,0.0691,0.004453,0.056011,0.00322,0.042109,-0.030098,-0.042432,-0.010214,0.002488,-0.009036,0.045223,0.035512,-0.017298,-0.000489,-0.00557,0.005487,-0.016605,0.076715,-0.01478,-0.018673,-0.038997,0.028068,-0.030455,0.005346,0.005254,-0.022228,0.021116,0.017697,-0.004629,-0.036916,-0.016948,0.018332,-0.040013,-0.006178,0.007776,-0.032435,0.01664,-0.007168,-0.007644,0.024251,-0.01275,0.000735,0.006819,-0.004893,-0.005025,0.005416,-0.001365,0.015349,-0.005689,-0.00076,0.006492,-0.017941,0.014172,0.007549,-0.019988,0.007231,0.020214,-0.001539,0.00241,-0.0129,-0.003596,-0.002276,-0.006842,-0.011108,-0.0172,0.012548,-0.016869,0.022205,-0.01107,0.005415,-0.00769,0.00698,0.004037,-0.003589,0.011494,0.001428,-0.013892,0.019018,0.0069,-0.012377,-0.008742,0.000937,-0.010168,0.023701,0.005557,-0.005262,-0.00334,-0.002364,0.003634,0.01031,0.00075,0.000861,-0.000849,-0.000989,0.0025,0.01579,-0.00981
-0.710283,0.201913,0.861245,0.1885,0.040449,-0.333665,0.47847,0.3446,-0.240299,0.216588,0.754322,0.037705,-0.159643,-0.451126,0.315968,-0.176917,0.691892,0.061644,-0.498751,-0.126409,0.15451,-0.240508,0.107796,-0.046568,-0.110637,-0.043541,0.141664,0.33912,-0.153528,-0.04375,-0.170613,0.13518,0.148662,0.150841,-0.079119,0.023958,-0.100511,0.155986,-0.075725,0.055739,0.042495,-0.024222,-0.062469,0.029724,0.018682,0.04569,-0.002204,-0.004634,0.067484,0.008791,0.076265,0.083053,0.020549,0.064297,-0.028887,0.02053,0.076445,-0.126357,-0.023332,0.059986,0.028787,-0.041504,0.024999,-0.06499,0.052936,-0.006406,0.000746,-0.024251,-0.0497,-0.018541,0.050658,0.000427,-0.009067,-0.00583,-0.015992,0.041362,0.0636,0.022605,-0.002697,0.02883,-0.007358,-0.033593,-0.003344,0.000986,-0.003696,-0.011065,0.019202,-0.003802,-0.001664,-0.013388,-0.026455,-0.020791,-0.015976,0.014328,0.015733,0.018115,-0.006277,0.012155,-0.023399,-0.039922,-0.016557,0.005337,-0.003307,0.012511,0.011516,0.001605,-0.002797,-0.015273,0.02173,0.009787,0.005699,-0.003317,-0.000924,0.006811,0.018436,0.00436,0.006196,-0.010896,0.006919,-0.012236,-0.009216,0.016239,0.004968,0.008776,0.00435,0.00615,-0.00476,-0.008961
-0.172359,0.572301,0.314631,0.428755,0.510227,0.105562,0.483638,-0.002108,-0.117063,-0.065863,0.01536,-0.12286,-0.030859,0.186287,-0.052091,0.034082,-0.275321,0.122658,-0.143216,0.148891,0.013126,-0.012791,-0.067733,0.001522,-0.072908,0.045047,0.010841,-0.026196,-0.060582,0.007349,-0.00176,0.032975,0.010233,-0.00689,-0.072516,0.030314,-0.043088,-0.007962,0.029685,-0.029088,0.057244,-0.015751,0.022876,0.033987,-0.042048,-0.087326,-0.041642,0.013047,0.004319,-0.009158,0.039966,-0.004274,-0.046461,-0.022692,0.054738,0.00376,-0.014287,-0.008853,-0.036878,-0.033271,-0.001946,0.017753,0.029962,-0.048044,-0.016068,-0.007083,-3.2e-05,0.000552,-0.008801,-0.029663,0.032262,-0.043799,-0.014731,-0.027302,0.01672,-0.041524,-0.001224,-0.025376,0.009368,-0.006701,0.030421,-0.006332,-0.00063,0.011179,0.0141,0.0004,-0.01016,0.013376,-0.009886,-0.000209,0.001643,0.004115,0.012342,-0.007341,0.009766,-0.013707,-0.014899,0.019346,0.012074,-0.031207,0.015387,0.002198,0.002237,-0.006593,0.011736,0.0113,-0.023812,-0.003393,-0.007792,-0.0088,0.002497,0.01029,0.015091,-0.003373,0.006879,-0.001657,0.00121,0.009435,-0.003275,-0.000232,0.00035,-0.003047,-0.012494,0.010303,-0.003448,-0.002542,-0.007983,-0.000982
-0.902907,0.480219,0.125202,0.124754,0.232338,-0.422804,0.74863,0.070739,-0.186266,0.05665,-0.175975,0.062555,-0.03131,-0.000164,-0.250694,-0.000392,-0.192525,-0.066631,-0.232801,0.054229,0.16324,-0.000783,0.038346,0.12034,-0.140308,0.073782,-0.109234,-0.001819,0.084953,-0.013654,-0.052854,0.084363,0.053419,0.000834,-0.06863,-0.016922,-0.031939,-0.107633,-0.007322,-0.007534,-0.012042,0.015141,0.044639,0.033779,0.005451,0.043697,0.066602,0.005888,-0.017658,0.003093,0.027728,0.007471,-0.048631,-0.005656,0.009842,0.056177,0.038086,-0.022913,-0.071474,0.011725,-0.018761,-0.017356,0.018933,-0.022694,-0.003512,-0.023048,0.00148,-0.003807,-0.024695,-0.001422,0.025484,-0.005961,-0.034899,-0.021025,0.000514,0.008334,0.03031,0.023312,-0.004262,-0.013047,-0.025375,0.011339,-0.019368,0.006629,0.014159,-0.002097,-0.0237,0.021398,0.013468,0.010521,0.006153,0.005264,0.027661,0.004462,-0.02301,-0.016901,0.015363,0.011692,-0.004031,-0.002475,0.01615,-0.016193,0.002533,0.002957,0.003707,0.003116,-0.003221,-0.014263,-0.012801,-0.019869,-0.00087,0.01167,-0.02559,-0.008565,-0.00072,0.010904,-0.004926,0.008675,-0.010128,0.007419,-0.011279,0.018612,-0.009292,0.011885,-0.023105,0.006012,-0.009758,-0.008008
-0.524772,0.719256,-0.092328,1.107621,0.012447,0.149279,0.241381,0.253791,0.599621,0.004039,0.319298,0.084216,-0.322601,0.350066,-0.098858,-0.185007,-0.007442,0.015463,-0.026226,-0.093051,0.010693,-0.056074,-0.009493,-0.034168,-0.017184,-0.022459,0.097163,-0.029027,0.031605,-0.022619,-0.027485,-0.020127,-0.094049,0.026902,0.056254,-0.008295,-0.06061,0.011359,-0.075927,0.006514,-0.022009,-0.010697,0.057155,-0.002687,-0.012334,0.007802,-0.027623,0.009957,-0.036532,-0.037003,0.015054,-0.016826,0.000929,0.054873,0.027511,0.011509,0.058926,-0.018622,-0.028281,0.015464,0.003595,-0.021059,-0.000949,-0.008838,-0.004391,-0.006499,-0.003774,0.010127,0.03342,0.00554,-0.029825,-0.032194,0.002387,0.032702,-0.015978,0.004903,-0.00282,-0.006571,-0.019925,-0.008292,-0.001021,0.00148,0.02218,-0.011597,-0.014959,-0.031248,0.00233,-0.006877,-0.0276,-0.00192,0.019267,-0.030586,0.01602,0.002571,0.007576,0.002613,-0.009017,0.01173,-0.005353,-0.006036,-0.032551,0.006017,0.004638,-0.014194,-0.002486,-0.005365,-0.005169,0.023524,-0.011175,-0.005218,0.028231,0.017876,-0.019007,0.007604,0.009418,-0.004155,0.015564,-0.015107,0.016339,-0.021947,0.017301,-0.01964,-0.004587,0.010219,0.028383,0.006034,0.00906,-0.011653
1.424979,0.887057,0.265802,-0.074517,0.780262,-0.172185,0.417479,0.405424,0.012207,-0.133993,0.126324,-0.130798,-0.201842,-0.179638,0.031891,0.135648,-0.14868,0.203326,0.091476,-0.090791,-0.003095,-0.039346,-0.143929,0.018219,0.032268,-0.040462,0.016834,-0.068866,0.028589,0.038492,0.018118,-0.049447,0.099833,-0.012838,-0.075037,-0.058679,0.064015,0.091663,0.059112,-0.016721,-0.004763,0.04089,0.040775,0.035271,0.076633,0.053152,0.065054,-0.015699,-0.107586,-0.047273,0.005351,0.023134,-0.027805,0.131797,0.08932,0.009296,-0.055105,-0.018746,0.000592,0.01398,0.015207,0.014444,-0.043599,0.023083,0.026469,0.062669,-0.057395,-0.032157,-0.01083,-0.006861,0.026079,0.029358,-0.014846,0.003301,0.036325,-0.009992,0.012271,0.025606,0.013321,-0.013182,-0.024744,-0.035726,-0.013945,0.019637,-0.0017,-0.010062,0.014211,0.004391,-0.018281,0.018413,-0.021655,-0.007229,0.012354,0.025386,0.014373,0.003996,0.005957,0.025469,-0.013634,-0.008293,-0.021123,-0.031043,0.004169,-0.017534,-0.011832,-0.036767,0.01244,0.01104,-0.013844,0.001617,0.008825,0.018376,-0.022995,-0.010526,0.005952,-0.005539,0.001294,0.020489,-0.020536,0.000534,-0.003184,0.005045,-7.2e-05,0.008405,-0.004384,-0.001228,0.016207,-0.003651
-0.274471,0.31817,0.294345,0.538324,0.34488,0.163086,0.162893,-0.161932,0.089199,0.025798,0.017728,0.119075,-0.108552,-0.126726,0.007336,-0.018946,-0.01274,0.015598,-0.022213,0.044593,0.029011,-0.174737,-0.058458,-0.020275,0.022942,-0.097675,-0.007712,-0.000487,-0.00891,-0.007484,0.009735,0.065296,-0.069806,0.090421,0.007614,0.043177,-0.004255,0.003335,-0.027701,0.051085,-0.042393,0.040112,0.047008,-0.006616,0.020808,0.018831,0.048784,-0.003904,0.035128,0.030341,-0.018037,0.016812,0.051202,-0.016246,0.015925,-0.012326,-0.003303,0.001048,0.008753,-0.007706,0.00996,-0.017906,0.014533,0.003571,0.011408,0.010577,-0.006896,0.026323,0.010069,0.008436,-0.034905,-0.007953,0.017923,0.004954,0.003668,0.014379,0.027129,0.017615,-0.000836,0.002707,0.001767,0.000969,0.004827,0.00615,-0.010774,0.021454,-0.000224,-0.009756,-9.3e-05,0.014771,0.000992,0.001981,0.00778,0.005709,-0.012999,-0.000729,-0.002128,-0.001664,6.4e-05,-0.008071,-0.028806,-0.003234,-0.019346,-0.012577,0.000365,0.006089,-0.008145,0.000943,-0.016979,-0.008084,0.015141,-0.003996,0.014331,-0.004836,0.008817,0.009812,-0.00905,-0.005871,0.000167,-0.008083,-0.015625,0.010084,-0.005206,-0.002217,5.9e-05,0.009811,0.004352,0.003972
0.898137,-0.43353,0.110443,0.215758,0.106641,-0.72872,-0.029689,1.080098,0.041094,0.12019,0.14964,-0.159292,0.300833,-0.001252,-0.109538,0.160486,-0.05451,-0.158721,0.053162,-0.012307,-0.050175,-0.098645,0.137129,0.171092,-0.127559,0.068413,-0.086873,-0.156744,-0.062529,-0.101544,-0.011233,-0.115637,-0.003949,0.022126,0.113602,0.084667,-0.04933,0.014046,-0.076096,-0.101562,-0.067502,0.036623,0.016496,0.026885,0.031064,-0.017094,0.001175,0.03376,0.035386,0.032279,-0.01554,-0.014448,-0.02253,0.057066,0.078789,-0.026607,0.031421,-0.019562,0.059268,-0.002805,0.020584,0.016867,-0.039751,0.013204,-0.060282,0.007495,0.023127,-0.003858,-0.033662,0.021724,-0.0428,-0.001571,-0.012595,0.007067,0.015343,-0.006465,-0.013868,0.006113,-0.020523,0.02193,0.001633,0.010475,-0.008987,0.002724,-0.001807,0.01659,-0.033058,0.011455,-0.012716,-0.000624,0.00481,0.022709,0.010359,-0.022688,0.012003,-0.006334,0.011815,-0.001867,-0.02099,0.018545,0.017873,-0.003331,-0.007285,0.015302,0.016688,0.001218,-0.014976,-0.009476,0.001808,0.008084,-0.00041,-0.013191,-0.00778,0.028294,-0.006397,-0.023273,0.002022,0.025199,-0.001358,0.005022,-0.0016,-0.005231,-0.003836,-0.009122,-0.003028,-0.012833,-0.003763,-0.00328
0.566039,-0.356965,-0.005226,-0.334915,-0.197721,-0.338702,-0.199902,0.548108,-0.150331,0.071651,0.198619,0.583651,0.493424,0.022007,0.135792,0.303149,0.198995,0.118355,0.248701,-0.029286,0.071749,-0.075458,-0.113934,-0.009838,-0.118929,0.087944,0.038427,0.098514,-0.084266,0.019861,0.011412,0.070213,0.246122,0.010465,-0.065476,-0.063363,0.00727,0.023269,0.023896,0.02292,-0.092817,0.083051,0.026135,0.002486,-0.009575,-0.075297,0.036702,-0.018457,0.003812,-0.025651,-0.064998,-0.016753,0.012262,-0.002305,0.019248,0.024614,-0.023823,-0.041148,0.051879,0.028091,0.045034,-0.025763,0.008074,0.032162,0.018817,0.003082,0.003374,0.056578,0.00242,0.024727,0.026152,0.017768,-0.0107,-0.016568,-0.020676,-0.033505,0.025998,-0.015161,0.014995,0.000212,0.007015,-0.000751,-0.01145,0.014106,0.029068,-0.009455,-0.022517,-0.01059,0.001956,0.011762,0.019005,0.027719,-0.007217,-0.019586,-0.008659,0.007116,0.009949,-0.019624,-0.017535,0.011428,-0.006558,-0.001155,-0.012066,-0.014453,-0.008643,-0.001963,0.000996,-0.002218,-0.001725,-0.004114,-0.00923,-0.027095,0.026122,-0.011018,-0.008826,0.006754,-0.040902,-0.017752,-0.010548,0.00259,0.020657,0.004809,0.030907,-0.00364,0.007956,-0.003739,-0.008202,-0.009645
1.287599,-0.124567,-0.286468,-0.129137,-0.15616,-0.510873,-0.209845,0.300654,-0.428945,-0.270715,0.139937,0.405813,0.083064,-0.149075,0.093988,0.297773,0.234744,0.00044,0.103789,0.179577,-0.024876,0.101182,-0.164432,-0.204477,0.000888,-0.001214,0.119942,0.063214,0.07765,0.036932,-0.115446,-0.018162,-0.030298,0.016946,-0.16076,-0.021201,0.029292,-0.028603,-0.006473,0.057416,0.006598,-0.019878,-0.042609,-0.009789,-0.045383,0.03869,-0.032519,-0.038473,-0.106859,-0.006831,-0.003214,-0.001897,0.017766,-0.025575,-0.058825,0.027503,-0.007589,0.034552,0.049572,-0.000549,-0.004062,-0.026817,0.044439,0.042157,0.006245,-0.011096,0.014082,0.041742,0.012809,-0.000895,-0.004435,-0.025359,0.000948,-0.036685,0.000245,-0.003614,0.012265,0.005069,-0.010039,-0.016483,-0.015936,0.019859,-0.006719,0.025473,0.010158,-0.012209,-0.005493,-0.005413,-0.001294,-0.002951,0.029874,0.018629,0.000832,-0.028735,0.002222,0.035075,0.021205,-0.009498,0.011905,0.001847,0.002071,0.014452,-0.016969,-0.01455,0.020723,0.013323,-0.010803,-0.016507,-0.009376,0.004713,-0.002937,0.002295,0.004501,0.00403,0.015352,-0.001489,-0.01163,-0.006729,0.01175,0.001091,0.021481,-0.004375,0.005172,-0.006771,-0.002768,-0.001745,-0.013593,0.005064
-3.150285,-0.715789,0.171837,0.108616,1.420404,0.021539,0.663105,0.112101,0.991533,0.30193,-0.184601,0.31255,-0.028685,0.245859,-0.02682,-0.153442,0.054257,0.345228,0.183531,0.134006,-0.058436,0.106548,-0.124523,0.05421,-0.108075,0.230275,-0.098587,0.247267,0.100107,-0.027598,0.046109,0.010523,-0.105342,-0.118184,0.054578,-0.065342,-0.017868,-0.019932,-0.035377,0.032814,-0.042727,0.057599,-0.058784,0.081045,-0.016647,-0.091369,0.062421,-0.116598,0.024374,-0.062339,-0.07734,-0.008162,0.050091,-0.01169,0.090011,-0.066165,-0.054837,-0.051836,-0.088893,-0.092593,0.023711,0.035187,-0.015226,0.049613,0.039224,-0.003333,0.028778,0.031438,-0.017867,-0.001898,-0.062875,0.026738,0.034493,0.049156,-0.025982,0.002283,-0.051014,0.000873,-0.004149,0.040369,-0.036153,0.020723,0.047535,0.047963,-0.032393,-0.016675,0.020325,-0.008482,0.074477,0.018544,-0.043704,-0.00107,-0.003814,-0.033169,0.022436,-0.025021,0.005358,-0.004197,-0.013108,0.031416,-0.004932,0.01502,-0.015356,-0.025466,-0.001129,0.000136,-0.016126,0.019936,0.012187,-0.013014,-0.007407,0.015086,0.003457,0.006511,0.009974,-0.002829,0.004261,0.022929,-0.011683,0.019275,-0.02576,-0.005807,0.017988,-0.005955,0.010285,0.005841,-0.012304,0.00067
1.113794,0.309383,0.530417,0.051758,0.328878,-0.299985,-0.215174,0.537025,-0.439546,-0.291976,0.136505,0.067745,0.008336,0.006453,0.016205,-0.217358,-0.00808,0.019461,0.012905,0.219514,-0.106217,-0.008257,0.080908,-0.009335,-0.008396,0.075416,0.076389,0.029069,-0.029457,-0.009909,0.022307,-0.001855,0.070607,0.006195,-0.071717,-0.006477,-0.095207,-0.040598,-0.00177,-0.010411,0.058519,0.015156,-0.004634,-0.00548,-0.053741,0.006449,0.005734,-0.029427,-0.043028,0.035569,-0.000599,-0.021872,-0.003346,-0.024471,-0.027387,-0.020176,-0.048303,-0.051377,0.029755,0.024038,0.003755,-0.011015,-0.009391,-0.021299,0.004869,0.007149,0.009323,-0.010755,0.004585,-0.034103,0.012037,-0.002222,0.015643,0.047907,0.023318,0.018311,-0.008023,-0.019165,-0.025853,0.008243,0.018342,0.014381,0.019737,-0.008547,-0.016936,0.017799,0.004968,0.020083,-0.013934,0.001872,-0.000734,0.008448,-0.001701,-0.004757,0.000592,0.008748,0.011792,0.003136,0.025775,-0.008464,0.017174,0.010718,-0.011898,-0.001502,-0.012759,-0.017778,-0.000708,-0.007673,-0.006572,-0.000149,0.01708,-0.005106,0.004849,0.003135,0.001196,0.006002,-0.00951,-0.007515,0.017296,-0.001001,0.015268,-0.004603,0.001578,-0.004414,-0.011258,-0.00175,0.003805,0.008432
-1.102293,-0.707545,0.443046,-0.027633,0.797983,0.059318,-0.476693,-0.697806,-0.34403,0.099339,0.17783,0.327573,-0.294613,0.252095,0.017719,0.155524,0.08859,-0.183318,0.042642,0.096495,-0.236358,0.058429,-0.078086,0.118923,0.072752,-0.069513,-0.137465,-0.048092,0.115174,0.145546,-0.111245,-0.122028,0.030311,-0.079792,0.008299,0.008689,-0.036877,0.076609,0.007653,-0.056446,-0.026311,-0.012855,-0.012336,0.014516,0.003175,-0.106527,0.038271,-0.013254,-0.032033,0.009599,-0.075709,0.01636,-0.03998,-0.024568,0.011291,0.041311,-0.034076,-0.038553,-0.027862,-0.014699,-0.003779,-0.031075,0.013518,0.041587,-0.02887,-0.002722,-0.022479,0.037203,0.002061,0.013909,-0.016588,0.034375,0.021374,-0.008328,0.03303,-0.010692,0.012258,0.003401,-0.003192,-0.000207,-0.00631,-0.0055,0.001763,0.021437,-0.002383,-0.001128,-0.011084,-0.000294,-0.004991,-0.002296,0.021938,0.012111,-0.00882,-0.003391,-0.003843,-0.011526,0.006223,-0.00927,-0.024393,-0.007548,-0.002607,0.002263,0.024788,-0.002408,0.008336,-0.014564,-0.008714,0.001758,-0.005043,-0.00796,-0.006015,0.020784,0.008185,0.007395,-0.00752,0.010509,0.002583,0.004057,0.015052,0.014593,-0.008011,-0.007045,-0.010576,-0.002008,0.015923,0.014511,-0.000157,0.007191
